3920.319,Лозунги недавно назначены.
3920.319,"Да, я вот уже сказала, что эти все лозунги, они только прикрывают, то есть говорится, а на уровне украинского как бы правительства силовых структур одно, а на самом деле происходит абсолютный беспредел."
3936.559,"А вот что самое интересное, доходы военкомов на Украине, судя по обсуждаемым в соцсетях новостям, растут в геометрической прогрессе."
3936.559,С двадцать второго года они обогатились на сумму от 6 до 8 млрд долларов.
3953.48,"Приводится по счёту, согласно которым в случае снижения возраста мобилизации перехода к массовому рекрутированию женщин на Украине Людоловы и их покровители будут зарабатывать до 5 млрд долларов в год, то есть в два или в 2 с по раза больше."
3953.48,То есть это ещё один прогон денег.
3971.68,"Только эти деньги идут непосредственно для того, чтобы набирать тех, у которых нет не то, что там, знаете, чести, совести, а у которых, наоборот, присутствует абсолютно маниакальная жестокость, необходимая для такого издевательства над людьми."
3990.88,"На Украине открыто говорят, что на фронте воюет беднота, а что богатые отсиживаются либо в тылу, либо за рубежом."
3990.88,"Что ж тут говорить открытое, так всем известный факт."
4001.88,"Сама же, так называемая украинская элита, давно прячет своих детей за границы, подальше от творимого украинским режимом, режимом на банковое мракобесия."
4001.88,"Прекрасно, прекрасное интервью недавнее вышло на популярном Украине одном из YouTube каналов."
4018.4,Политическое ток-шоу есть у них.
4018.4,"И там, а, гендиректор Украинской почты, Укрпочта Игорь Смелянский объяснил, причём прямо, не скрываясь, почему его жена и дети живут в Соединённых Штатах Америки."
4035.039,Предоставим ему возможность высказаться.
4037.52,"Ещё раз хочу сказать, прямая речь."
4039.48,"Укрпочта Игорь Смелянский говорит: ""Представьте, если бы мои, то есть его смелянского дети ходили в школу в Киеве, они бы читали всё и подвергались бы булингу""."
4055.16,"""Ну, - говорит Смелянский, дураку понятно, что Украина, где из людей сделали рабов ТЦК и лично Зеленского, не лучшее место для этого""."
4055.16,Конец цитаты.
4064.92,Нормально.
4064.92,Вот он патриотизм.
4069.68,по-украински.
4071.2,"Не, не, не не в сторону народа Украины я это говорю."
4071.2,"Я это говорю о той идеологии, которая сейчас там Нет, она не главенствует, она там бушует."
4071.2,"Вот лучшее слово, наверное."
4071.2,"Свидетелем насилиственной мобилизации украинцев, как сообщают средства массовой информации, на днях стала группа французских журналистов."
4071.2,Они снимали на Украине документальный фильм как раз на эту тему.
4071.2,"А, ну и также этот фильм был посвящён, так сказать, следующему этапу процесса, массовому дезертирству."
4104.44,"Телевизионщики были, как вы думаете, как приняты там, когда местные силовики на Украине увидели и узнали, чем они там занимаются, правильно?"
4104.44,"Они были там не обласканы, они были задержаны сотрудниками ТЦК, а двух сопровождавших их граждан Украины, переводчика и водителя, куда направили?"
4104.44,"Все вместе хором правильно в распределительный отряд, чтобы сразу оттуда отправить на фронт."
4136.64,"Это ни один футурист, ни один писатель, которые который классифицируется или что творчество можно описать как антиутопия, не мог предвидеть."
4136.64,"Мы знаем Орула, мы знаем многих других авторов, которые пытались предсказать, каким будет самое страшное будущее человечества, если оно отступит от ценностей, традиционных ценностей и так далее."
4136.64,Даже они такое предсказать не могли.
4136.64,"То есть представляете, Зеленский получает премию на Западе за свободу слова и четыре свободы, а параллельно те, кто выполняет его приказы, задерживают иностранных журналистов."
4136.64,"А тех, кто из граждан Украины их сопровождал, тут же отправляют в эту самую мясорубку."
4136.64,Как это?
4136.64,"Ведь самое удивительное, что мы действительно находимся сейчас в том историческом моменте, когда аксиомы требуют какого-то доказательства."
4136.64,"В принципе, этих фактов достаточно было бы для того, чтобы всё международное сообщество ужаснулось и отшатнулось от того, что было порождено западниками."
4136.64,"а именно вот это вот украинское террористическое отребие, Банковое, Зеленские и так далее."
4136.64,"Но нет, нам приходится доказывать очевидное, но мы продолжим это делать."
4221.12,"Кстати, интересно, получат ли снятые французскими журналистами аа вот этот самый материал, документальный материал, какой-либо международный приз за свободу или там за достоверность?"
4221.12,"Я думаю, что получат они каких-нибудь тумаков и вот этого агресси и какой-нибудь какой-нибудь агрессивную травлю во Франции, точно такую же, которую получили те французские телевизионщики, которые брали интервью у министра иностранных дел Сергея Лаврова."
4221.12,Это было пару месяцев назад.
4221.12,"Они взяли интервью, они задали те вопросы, которые хотели задать, они задали все вопросы, которые у них были на повестке."
4221.12,Они выпустили интервью главы российского внешнеполитического ведомства.
4221.12,После этого их начали травить во Франции.
4221.12,И теперь я вот сейчас посмотрела интервью посла Франции в России.
4221.12,"Мы же слышим от французского дипломата а ложные упрёки в том, что якобы у нас со свободой там слово как-то не так."
4221.12,"А именно во Франции это свобода слова есть, потому что французские журналисты могут брать интервью у российских представителей."
4221.12,"Да как же они могут брать интервью у российских представителей, когда потом они ещё пару недель должны оправдываться перед всеми во Франции."
4221.12,"Вот это вот этими агрессивно настроенными, так сказать, якобы общественными деятелями, за которыми, конечно, мы знаем, кто стоит."
4308.56,"А в том, что они просто задали вопросы."
4314.44,"Ну, ещё одна схожая тема, связанная и с ситуацией на Украине и даже намного более в широком контексте актуально и важенная, о российских подходах к обеспечению физической ядерной безопасности."
4314.44,"А мы видим всё возрастающую, всё более возрастающие угрозы, физические угрозы в отношении ядерных объектов."
4314.44,"В пер в первую очередь, конечно, Запорожская атомная электростанция, да, и Бушер."
4314.44,"Вы посмотрите, что сейчас делается."
4314.44,"Так вот, мы хотели бы привлечь внимание к основным подходом нашей страны к данной проблематике."
4314.44,Россия придаёт большое значение укреплению физической ядерной безопасности во всём мире.
4314.44,Мы твёрдо исходим из основополагающего принципа международного сотрудничества в области физической ядерной безопасности.
4314.44,"Он предусматривает, что ответственность за её обеспечение на своей территории несёт само государство, которое и определяет оптимальные параметры соответствующих национальных систем и мер."
4314.44,"гатеже, которая часто берёт на себя некие полномочия, которых у него нет у этого агентства, а в данной сфере, на самом деле призваны играть центральную роль, но только в международном сотрудничестве в области физической ядерной безопасности."
4314.44,То есть здесь ударение именно на и подчёркиваю именно международное сотрудничество.
4399.28,Агентство также предоставляет государстм техническую помощь и специальные практические руководящие материалы.
4399.28,"А практическое же обеспечение физической безопасности ядерного иного радиоактивного материала, также связанных с ним установок, это исключительная прерогатива самих государств."
4399.28,Ещё одним важным принципом обеспечения физической ядерной безопасности является поддержание режима конфиденциальности.
4399.28,"террористы, и мы это видим, другие злоумышленники, а, конечно, а могут и стремятся использовать любую информацию, которую они достают на этот счёт в своих злонамеренных целях."
4439.56,"Поэтому они не должны иметь возможность получать данные, информацию о том, какие алгоритмы потенциальных действий преступников, а также конкретные параметры противодействия им используются государствами в рамках проектирования систем защиты."
4439.56,"Одной из применяемых мер также является предотвращение несанкционированного проникновения на территорию ядерных установок, радиационных источников и пунктов хранения, а также доступа к ядерным материалам и радиоактивным веществам предотвращения их хищения или порчи."
4439.56,"Обеспечение физической защиты осуществляется на всех этапах проектирования, сооружения, эксплуатации и ввода в вывода из эксплуатации объектов использования атомной энергии, а также при обращении с ядерными материалами и радиоактивными веществами."
4489.52,"Все ядерные материалы, пункты хранения и соответствующие установки на территории России, а также перевозка ядерных материалов и радиоактивных веществ обеспечиваются всеми необходимыми мерами физической безопасности."
4489.52,"Россия, напомню, является участницей ключевых международно-правовых механизмов данной области."
4489.52,Это и Конвенция о физической защите ядерного материала из учёным поправки 2005 года ядерных установок.
4514.719,Это и Международная конвенция о борьбе с актами ядерного терроризма.
4514.719,"Это резолюция Совета Безопасности ООН 1540 от 28 апреля 2004 года, одним из инициаторов которой была наша страна."
4514.719,"Также в России обеспечение физической ядерной безопасности регулируется, в том числе федеральным законом от 21 ноября 1995 года об использовании атомной энергии."
4542.4,Соседний регион Молдавия.
4542.4,"Мы получаем большое количество вопросов на этот счёт и внимательно следим за развитием ситуации в этой стране, власти которые продолжают отрабатывать русофобскую повестку."
4542.4,Вот посмотрите.
4542.4,"8 апреля президент Молдавии Санду заявила, что прямая цитата Россия представляет угрозу для всех, пытаясь ну это опять же по словам Санду, навязать свою волю путём осуществления неких гибридных действий."
4567.48,"Вы знаете, с одной стороны, ничего нового в этих заявлениях ложных нет, но с другой стороны, мы же видим, почему они делаются, и будем выводить тех, кто об этом говорит, на чистую воду, потому что понятна их мотивация."
4567.48,"Изо дня в день молдавские власти пытаются переложить на нашу страну ответственность за собственные, ну, если раньше мы называли это недоработки и некомпетентны, сейчас просто надо говорить прямо провалы."
4597.84,"А провалы эти буквально во всём, начиная с экологии, заканчивая энергетикой."
4597.84,"При этом в самой Молдавии уже открыто говорят, что страна балансирует на вообще на грани коллапса, продолжает деградировать социальное экономическое положение."
4597.84,Молдавии глубокий кризис переживает сельское хозяйство.
4597.84,"А это Молдавия, аграрная страна, край цветущий."
4618.76,"На фоне роста цен на дизельное топливо более чем на 30%, то есть треть с начала года, э, местные фермеры не в состоянии обрабатывать свои земли."
4618.76,"Согласно социологическим опросам, свыше 70% молдован убеждены, что в условиях топливного кризиса необходимо возобновить диалог с Россией о поставках более дешёвого газа и нефти."
4618.76,"И эксперты указывают на то, что проблемы в сельском хозяйстве обострились после прихода к власти про западных сил в конце двадцатого года."
4618.76,"А вы знаете, почему?"
4649.92,"А это же не только некомпетентность Санду, её правительства, это намеренность в действиях."
4657.4,"Вспомните о том, как поставлено дело с сельским хозяйством в странах Европейского Союза."
4657.4,"Разве может Европейского Союза сама, ну, не знаю, выращивать, а, традиционные виды культур, не знаю, там, в Греции апельсины, там в Польше яблоки, и делать это так, как делали деды, прадеды, вообще предки покон веку?"
4679.36,Не может.
4679.36,"На всё должно быть квотирование, на всё должна быть своя стандартизация."
4679.36,"вспомните, как страны Европейского Союза получали предписание уничтожить посевы, вообще не развивать свои традиционные отрасли для того, чтобы не создавать внутри ЕС неустановленную конкуренцию."
4699.4,Молдавия нужна именно в этом качестве.
4702.92,Не нужна Европейскому Союзу молдавская сельскохозяйственная продукция.
4702.92,"Причём прекрасного же качества не нужна, потому что она будет создавать вот ту самую неустановленную конкуренцию, то есть живую конкуренцию."
4719.52,"Но это же абсурд, скажете вы."
4719.52,"Страны Европейского Союза, а те самые страны, которые выстраивают свою экономику именно на основе честной, свободной конкуренции."
4719.52,"Так было раньше, отвечу вам я."
4719.52,"Теперь мы живём, я имею в виду, они живут, а мы за ними наблюдаем в состоянии, которое называется фразой: ""Театр абсурда""."
4741.52,"Что осталось от свободной конкуренции в условиях не законных, нелегитимных санкций?"
4741.52,"Да ничего, ведь это уже не протекционизм своей собственной экономики, это настоящие инструменты торговых войн."
4741.52,И одно из проявлений этой самой торговой войны - это уничтожение через правительство Санду сельского хозяйства в Молдавии.
4741.52,"Я напомню, сельское хозяйство в Молдавии это не тот жанр или не тот вид, который был привнесён, ну вот там пару десятилетий назад."
4741.52,"Это ипокон веку, традиционный уклад жизни."
4741.52,"Это часть культуры, это часть философии."
4741.52,"Это это то, что в первую очередь мы знаем о молдованах."
4741.52,Кто эти люди?
4741.52,"Это те люди, которые воздеют землю."
4741.52,"Это те люди, которые а выращивают э овощи, фрукты."
4741.52,"Ну мне не надо, наверное, это эту тему развивать."
4741.52,"Это аудитория, наша аудитория с вами."
4741.52,"Мы знаем, о чём мы говорим."
4809.32,"Теперь же под режимом Санду поставлена задача сформировать поколение, новое поколение молдован, которые знать-то этого не должны, которые должны утратить связь не только с нынешней реальностью, но которые должны забыть об исконных корнях и традициях своего народа."
4809.32,"И поэтому постепенно, с одной стороны привносятся ложные ценности и традиции, а с другой стороны разрушается систематически, намеренно."
4809.32,их уклад.
4840.639,Такая участь была уготовлена и нашей стране.
4840.639,"Помните, как нам, ну, ещё сколько-то лет назад говорили о том, что не нужно России развивать своё сельское хозяйство."
4840.639,"Войдите, мол, в ВТО, там вам будет уготовлен ваш сектор, но только без сельскохозяйственного кластера."
4859.56,"Представьте себе, если бы у нас этого сельского хозяйства не было, а что бы это было, какой бы это бы был не просто удар или вызов, это был бы, я не знаю, это была бы катастрофа для всей нашей страны, не только из-за отсутствия продукции для нас самих, а потому что это часть нашей культуры, это часть нашего существа."
4859.56,"И помимо всего прочего, как оказывается теперь, это ещё часть мировой продовольственной безопасности."
4888.639,"учитывая тот вклад, который вносит наша страна в её поддержание."
4894.04,Поэтому под ширмой евроинтеграции на в Молдавии происходит уничтожение сельского хозяйства.
4902.0,"Ещё раз повторю, Европейскому Союзу конкуренты не нужны."
4907.199,Растут темпы в Молдавии массовая миграции молдован зарубеж.
4907.199,"По данным средствам массовой информации, население страны за последние 25 лет сократилось почти на 20%."
4907.199,И эта тенденция сохраняется и увеличивается.
4907.199,"В республике продолжаются репрессии в отношении независимых, прежде всего, русскоязычных средств массовой информации."
4907.199,"На этом фоне 2 апреля в Кишинёве, вот, например, было организовано интервью согласие молдавских властей у лидера террористической организации так называемый русский добровольский корпус."
4938.8,"А, так сказать, его представитель этой этой структуры этого корпуса внесён в России в перечень террористов и экстремистов."
4948.52,"Посмотрите, как интересно, почему я об этом вспомнила."
4948.52,Террористу очевидному.
4948.52,Вот террористу слово на территории Молдавии для интервью можно дать.
4960.36,"А вот, например, показывать художественные фильмы и документальные фильмы про Великую Отечественную войну, вклад в победу, которой Молдован был колоссальный, теперь с точки зрения режима Санту нельзя."
4960.36,Можно ли носить в Молдавии георгиевскую ленточку сейчас при Санту?
4960.36,Тоже нельзя.
4984.239,Ну как это?
4984.239,"То есть трибуну террористу они предоставляют, а георгиевскую ленту носить запрещают."
4992.28,Что это?
4992.28,Ещё одно действие в театре абсурда.
4997.32,"Ну, устраиваем молдавским руководством а вот этот вот тотальный какой-то оруловский ад."
4997.32,"А теперь уже даже как-то странно начали коситься западные спонсоры, но, видимо, уже совсем."
5013.48,"не камельфо то, что там происходит."
5013.48,Вот сейчас в индексе демократии за двадцать пятый год он был опубликован британский медиакомпании Economist Group.
5013.48,"Молдавия получила статус, знаете, как его, как назвали режим санду гибридного режима, который характеризуется сочетанием внешних атрибутов демократии с авторитарными методами правления."
5013.48,Ранее у Молдавии был более продвинутый статус.
5037.6,"Её, знаете, как обзывали на Западе?"
5039.28,"несовершенная демократия, а теперь уже гибридный режим."
5039.28,"То есть всё это время молдовские власти кричали и кричат про некие гибридные угрозы со стороны России, а на самом деле Запад же называет Молдавию гибридным режимом."
5057.239,"Сами же молдоване, знаете, всё чаще употребляют в отношении режима Санду термин мафиозное государство."
5065.239,Вот такие вот реалии в Молдавии.
5065.239,"Те же самые, как там на Западе говорят, нарративы, паттерны, бедность, политическая нестабильность, авторитаризм, бесправие, социальная напряжённость."
5065.239,"То же самое они делали с Украиной, и теперь они толкают на этот путь Молдавию."
5065.239,"Всё это следствие насильного внедрения так называемых европейских стандартов, которые европейскими вообще не являются."
5065.239,К европейским стандартам что можно отнести?
5065.239,"Например, право, зародившееся в Риме, римское римское право."
5065.239,Что от него осталось?
5065.239,"Какое право, если санкциями и абсолютно алогичными, не то, что не законами, даже алогичными действиями закон уничтожается?"
5106.84,"Свобода, слово, можно её отнести к европейским ценностям."
5106.84,"Вот та самая, которую провозглашали, развивали средства массовой информации, что от неё осталось цензура одна сплошная и преследование и травля тех, кто имеет ещё смелость заявлять о своём собственном мнении."
5106.84,"А религия, вера, христианство были одной из оснополагающих европейских ценностей."
5132.4,Что от них осталось?
5132.4,"Я думаю, что открытие олимпиады в Париже все видели."
5137.4,А надругательство и глумление.
5140.6,"Кстати говоря, одной из ценностей европейских, как как они говорили, было вот это именно понимание общего пространства европейского континента."
5140.6,"Теперь оно всё свелось к желанию нанести, как они там придумали России стратегическое поражение."
5140.6,Вот и всё.
5140.6,"Поэтому вот эта вся химера под названием европейские ценности навязываются Молдави только с одним с одно с одним желанием, с одной причиной, с одной целью: максимально обрушить всё, что только можно обрушить в Молдавии."
5140.6,"Сельское хозяйство, промышленность производства, наука и образования, культура и так далее."
5179.52,"очевидно превратить Молдавию и молдован в Румынию и румын, а и дальше вот в этом, а, буквально изнасилованном состоянии делать всё, что они на Западе захотят."
5193.6,"А ещ, ну, есть и, как говорится, и хорошие новости."
5193.6,"По причине президента Российской Федерации 21 апреля в Бейрут спецбортом МЧС России была доставлена партия российской гуманитарной помощи, в которую вошли передвижные электростанции, продукты питания, палатки, одеяла, матрасы, подушки всего примерно 28 тн."
5193.6,"В церемонии передачи гуманитарного груза приняли участие посол России Вливане, а директор главного управления гражданской обороны МВД этой страны."
5193.6,"Обратным рейсом был осуществлён вывоз в Москву 67 граждан Российской Федерации и шести граждан Республики Беларусь, которые оказались в сложной жизненной ситуации за резкого обострения ситуации в Ливане."
5237.159,"Ну, вы прекрасно знаете, что в трудные моменты, времена Россия всегда протягивала руку помощи ливанскому народу, как и любым другим народам, которые обращаются за такой помощью."
5237.159,"не могли остаться в стране и сейчас в сложившихся непростых условиях, когда более 1 млн ливанцев страдают от последствий боевых действий."
5237.159,"Мы выражаем солидарность жителями и руководством этой страны, подтверждаем нашу принципиальную позицию в поддержку суверенитета, единства территориальной целости Селеванской республики."
5237.159,"И надеемся, что, конечно, хочется надеяться, что достигнутый 16 апреля режим прекращения огня будет строго соблюдаться, что позволит создать условия для устойчивой деэскалации в Ливания."
5237.159,"Мы прекрасно видим, что там происходит, но исходим из, а-а, действительно, так сказать, желания и стремления поддержать, а, режим, режим прекращения огня."
5237.159,"А и, э, надеемся, что он позволит выправить там стремительно ухудшающуюся гуманитарную ситуацию."
5294.88,"Хотя, ещё раз говорю, остаёмся реалистами."
5294.88,"И, конечно, пару фейков, которые хочется привести и разоблачить, потому что они масштабные такие, знаете, жирнющие фейки."
5294.88,Нам сейчас придётся препарировать.
5310.48,"Высокопоставленные американские представители, включая военных, а, распускают слухи, ну, делают это по классике дезиинформационной компании о якобы имеющихся у России намерениях разработать противоспутниковое, как они говорят, ядерное оружие."
5310.48,"На их основе, я имею в виду, на основе вот этих вбросов тиражируются антироссийские доктринальные документы, проводятся специализированные военно-космические учения даже."
5310.48,И в ходе этих учений моделируются действия на случае гипотетического применения ядерного оружи оружия в космическом пространстве.
5341.84,"Всё это, конечно, абсурдные домыслы Вашингтона."
5341.84,Они не имеют ничего общего с действительностью.
5341.84,является частью пропагандистской кампании по дискредитации космической деятельности нашей страны и её инициатив по предотвращению гонки вооружений в космическом пространстве.
5341.84,"Я напомню, хотя мы, э, вот сейчас, отмечая очередную годовщину, очередной юбилей первого полёта человека в космос, об этом много говорили, но я всё равно напомню."
5341.84,"Освоение космоса нашей страной осуществляется в строгом соответствии с международными обязательствами, исключительно в мирных целях и не угрожает активности других участников космической деятельности."
5341.84,Наша страна неукоснительно соблюдает договор о космосе 1967 года.
5341.84,Он является краеугольным камнем международного космического права.
5341.84,И статья четыре договора прямо запрещает выводить на орбиту вокруг Земли любые объекты с ядерным оружием или иными видами оружия массового уничтожения.
5341.84,Устанавливать и размещать такое оружие в космосе другими способами.
5341.84,Россия на протяжении многих лет вносит существенный вклад в сохранение космоса мирно.
5341.84,"Мы последовательно выступаем в пользу выработки международного юридически обязывающего инструмента с запретом на размы в космическом пространстве, применение силы или угрозы силы в отношении космических объектов."
5341.84,В качестве основы такого инструмента предлагаем распространённый на конференции по разоружению в четырнадцатом году обновлённый российско-китайский проект профильного договора.
5341.84,Важным промежуточным шагом на этом пути мы рассматриваем международную инициативу или политическое обязательство.
5341.84,"ещё можно так его назвать, о неразмещении первыми оружия в космосе, участниками которой на сегодняшний день являются 37 стран."
5438.36,"Однако наши усилия в этом направлении наталкиваются на такое, знаете, по-настоящему ожесточённое противодействие со стороны США, их союзников, которые взяли опасный курс на превращение космоса в арену вооружённого противоборства."
5450.76,Политика же США в космической сфере приобретает всё более агрессивный провокационный характер.
5450.76,Официальные лица в Вашингтоне открыто заявляют об амбициях на абсолютное доминирование в околоземном пространстве.
5450.76,"Ключевая роль в достижении поставленных задач отводится проекту по созданию глобальной системы противоракетной обороны Золотой купол, который предусматривает, в том числе развёртывание ударных средств перехвата космического базирования."
5450.76,"И вот такой, знаете, под завесой, мнимой, опять же, российской, как они говорят, угрозы, американцы при активной поддержки ряда сателлитов активизируют шаги, которые направлены на размещение в космосе оружейных систем и наращивание там силового потенциала."
5450.76,Всё как всегда.
5494.52,"Они начинают обвинять в чём-то Россию для того, чтобы затем начать это делать самим или каким-либо образом а обелить свои собственные незаконные действия."
5508.679,"Упомянутые шаги предусматривают, в том числе, значительное увеличение численности космических сил США, массовое производство и неконтролируемый вывод на орбиту десятков тысяч спутников, а также совершенствование систем подавления космических аппаратов других государств."
5522.92,это авантюры.
5522.92,"И реализуя эти авантюры, Запад игнорирует тот факт, что любой вооружённый конфликт на Арвиде будет иметь катастрофические последствия, да, для долгосрочной устойчивости космической деятельности и перспектив освоения космоса для всех без исключения государства."
5522.92,Ну и ещё одна история.
5522.92,17 апреля в газете Суар было опубликовано интервью начальника штаба обороны Бельгии Фредерика Ван Сине.
